obstacle_density,radius_setting,test_case_num,source,destination,path_found_yours,path_length_yours,time_yours,nodes_yours,path_found_baseline,path_length_baseline,time_baseline,nodes_baseline,pvi,path_inflation_ratio,ssr
50,standard,46,1832500249,3488934335,True,3048.9446121560472,1.2811329364776611,1354,True,3048.9446121560472,0.006206989288330078,3424,0.0,1.0,60.45560747663552
50,standard,47,2515049090,1882601483,True,4585.718836302007,6.377196788787842,6389,True,4479.489183448038,0.028059959411621094,15676,0.0,1.0237146800680965,59.24342944628731
50,standard,48,5364240728,8626730293,False,0,29.115582942962646,28516,True,2846.936178753612,0.003480195999145508,2039,-1,-1,-1298.5286905345758
50,standard,49,10302113554,3166114448,True,1769.1215378799773,1.0727341175079346,1144,True,1769.1215378799773,0.00462794303894043,2799,0.0,1.0,59.128260092890315
50,standard,50,9913833760,6084075960,True,4396.70749456132,3.8060059547424316,3851,True,4407.24674216798,0.01853799819946289,9666,0.0,0.9976086549668705,60.15932133250569
50,standard,51,1124354005,1954497029,True,5070.12981589228,5.644810914993286,5715,True,5070.12981589228,0.025658845901489258,14403,0.0,1.0,60.320766506977705
50,standard,52,3484823241,2194418722,False,0,0.0001480579376220703,0,True,16062.399723279214,0.08537912368774414,46751,-1,-1,100.0
50,standard,53,2331016912,1954532218,True,3925.94031987883,2.2766151428222656,2338,True,3925.94031987883,0.00978994369506836,5650,0.0,1.0,58.619469026548664
50,standard,54,5100066222,11529704183,True,15252.442757817496,22.62712001800537,22151,True,15048.441553964956,0.10908985137939453,56985,1.990693099189299,1.0135563010376174,61.12836711415285
50,standard,55,12597531704,3504112995,True,31007.275191001507,27.361544132232666,26801,True,30143.4761474437,0.1236727237701416,69434,5.493601897042008,1.028656251831495,61.4007546735029
50,standard,56,3484443455,6089506432,True,11138.192755323578,22.129451036453247,21883,True,11138.192755323578,0.10230803489685059,56770,0.0,1.0,61.453232341025185
50,standard,57,11007221469,728152153,True,6158.924721310814,8.03509783744812,8024,True,6158.924721310814,0.037782907485961914,21140,3.3817153754170652,1.0,62.04351939451277
50,standard,58,977632825,1950365695,True,7826.883029592604,9.6896390914917,9809,True,7787.789844565952,0.043686866760253906,24332,0.0,1.0050198048235637,59.686832155186586
50,standard,59,1887596102,11027577102,True,6945.8358428640995,9.057930946350098,8915,True,6908.781869055859,0.041893959045410156,23125,2.879243265169953,1.0053633150547427,61.44864864864865
50,standard,60,1835462250,10962868704,True,7015.04902539391,13.254382133483887,12822,True,7266.496643360606,0.06190776824951172,33051,2.9690071089593735,0.9653963071466573,61.20540982118544
50,standard,61,1489359102,9999077133,True,2690.4380285619272,1.5369939804077148,1416,True,2690.4380285619272,0.006328105926513672,3578,0.0,1.0,60.42481833426495
50,standard,62,2516767938,3487964537,True,1759.9550648068823,0.3097689151763916,357,True,1759.9550648068823,0.0016379356384277344,849,0.0,1.0,57.95053003533569
50,standard,63,3495873461,2169181533,True,9591.714548408707,20.713447093963623,20475,True,9591.714548408707,0.09637093544006348,53091,0.0,1.0,61.43414137989489
50,standard,64,2521929457,7940914786,True,4504.1379791057025,4.667827129364014,4735,True,4504.1379791057025,0.021503925323486328,12111,0.0,1.0,60.90331103955082
50,standard,65,1835407695,3487210686,True,9229.540035048893,13.665594816207886,13583,True,8121.952377266135,0.06509995460510254,32385,1.4520301937616042,1.1363696321198542,58.05774278215223
50,standard,66,3092593576,2039616841,True,3367.430281246503,2.8225231170654297,2991,True,3367.430281246503,0.013966083526611328,7487,0.0,1.0,60.05075464137839
50,standard,67,3544247345,3512649781,True,29210.483487971123,18.014832735061646,17826,True,29210.483487971123,0.08413481712341309,47375,0.0,1.0,62.37255936675461
50,standard,68,11107126643,2093231601,True,5694.584439160986,8.748666763305664,8926,True,5694.584439160986,0.040780067443847656,22647,1.471144836244264,1.0,60.58639113348347
50,standard,69,2085592141,2172903345,True,4695.6842103856825,8.795402765274048,9009,True,4695.6842103856825,0.04199719429016113,22675,0.0,1.0,60.26901874310915
50,standard,70,3567339063,6091848381,True,2789.331875342636,1.5842139720916748,1731,True,2789.331875342636,0.007809162139892578,3944,0.0,1.0,56.1105476673428
50,standard,71,3491211765,11939650698,False,0,0.00018095970153808594,0,True,25860.85071583444,0.12613511085510254,66608,-1,-1,100.0
50,standard,72,1124430100,2516891951,True,5677.317274559027,4.159737825393677,4313,True,5544.630596600247,0.01948094367980957,10432,0.0,1.0239306615016226,58.65605828220859
50,standard,73,2552348289,3504190682,True,10178.563503392525,15.775676965713501,15777,True,10178.563503392525,0.08416223526000977,40632,0.0,1.0,61.17099822799763
50,standard,74,3491211767,10749874175,True,22165.200172812776,25.65895700454712,25154,True,21613.690385195045,0.11591720581054688,65787,8.624103214431004,1.0255166877006578,61.764482344536155
50,standard,75,1880051628,2523861482,True,6542.4068114029815,7.0288801193237305,7124,True,6714.570804972048,0.03236579895019531,17904,0.0,0.974359642846929,60.21000893655049
50,standard,76,4631691578,3500528663,True,4709.15884122297,1.6644299030303955,1773,True,4260.5725110028125,0.007850885391235352,4164,0.0,1.105287805585211,57.42074927953891
50,standard,77,1832593971,1400078353,True,5848.563285898472,7.169659852981567,7295,True,5848.563285898472,0.03331398963928223,18297,0.0,1.0,60.13007596873805
50,standard,78,2516924629,1883487759,True,8487.288572024301,11.390728950500488,11290,True,8487.288572024301,0.051325082778930664,28696,4.856183259753124,1.0,60.65653749651519
50,standard,79,3489882356,3491013122,True,14984.014182484605,7.554742097854614,7636,True,14264.508003154036,0.03172898292541504,17999,11.368223744109129,1.0504403081530382,57.57542085671425
50,standard,80,3505689863,2105153066,True,18146.519985960334,25.845459938049316,24795,True,18146.519985960334,0.11566901206970215,64662,0.0,1.0,61.65444929015496
50,standard,81,3490991238,10115884297,True,8058.700280693966,3.2244107723236084,3322,True,8058.700280693966,0.0146331787109375,8191,0.0,1.0,59.44329141740935
50,standard,82,1832594075,3489257082,True,8776.587617349729,14.855515956878662,13849,True,8776.587617349729,0.06557011604309082,35451,0.0,1.0,60.934811429860936
50,standard,83,1480927624,2191994431,True,7820.088509979302,12.43874716758728,11836,True,6775.2128029039795,0.04163694381713867,22801,0.0,1.1542203525515051,48.08999605280471
50,standard,84,2355854521,1957364523,True,18647.033905050226,24.803420782089233,23581,True,17343.716006890703,0.11233210563659668,61322,0.0,1.0751464044753565,61.54561168911648
50,standard,85,1280126363,12065060516,True,6003.630635258454,9.024979829788208,8728,True,5032.852216051462,0.03689980506896973,20996,5.661757785343065,1.1928883220752742,58.43017717660507
50,standard,86,1275274775,2169447682,False,0,0.00033402442932128906,0,True,5160.743235545743,0.03633928298950195,14725,-1,-1,100.0
50,standard,87,1835495789,5450241679,True,6589.661233572702,12.87708592414856,12483,True,6589.661233572702,0.05775284767150879,32150,3.158485316579403,1.0,61.17262830482115
50,standard,88,5042508097,3488665239,True,2350.477053614569,0.9411358833312988,985,True,2350.477053614569,0.003834962844848633,2292,0.0,1.0,57.02443280977312
50,standard,89,3498388295,1124354329,True,5962.692084227136,7.030077934265137,6861,True,5764.636858519826,0.02990412712097168,16791,2.5764386826912355,1.0343569301186066,59.13882437019833
50,standard,90,1979266939,11347926989,True,3986.371998713856,4.083897829055786,3965,True,3986.371998713856,0.01800227165222168,10156,5.016779938750028,1.0,60.95903899172903
50,standard,91,1273478057,11052131865,True,5521.517183224158,11.198318004608154,10826,True,5521.517183224158,0.05236101150512695,28855,3.7694980485994685,1.0,62.48137237913707
50,standard,92,6098737553,3824958181,True,7842.25792345377,18.199386835098267,15114,True,7842.25792345377,0.07011795043945312,38775,0.0,1.0,61.02127659574468
50,standard,93,12323021593,12854763032,True,9099.711875562929,16.885549783706665,16234,True,9099.711875562929,0.07818198204040527,42088,0.0,1.0,61.42843565862004
